beta,mix_ratio,cases
1.689705987098024109e-01,3.379411974196048218e-01,6.160000000000000000e+02
1.346682784534442567e-01,2.693365569068885135e-01,3.700000000000000000e+02
3.552381440458179385e-01,7.104762880916358769e-01,3.240000000000000000e+02
2.490531264967339453e-01,4.981062529934678906e-01,5.170000000000000000e+02
1.452788022507740529e-01,2.905576045015481057e-01,3.300000000000000000e+02
1.759374122488750469e-01,3.518748244977500939e-01,1.300000000000000000e+02
2.866704224531729239e-01,5.733408449063458479e-01,2.110000000000000000e+02
2.174940199451206868e-01,4.349880398902413736e-01,6.660000000000000000e+02
1.497271446536651562e-01,2.994542893073303125e-01,6.710000000000000000e+02
2.348313650136226172e-01,4.696627300272452343e-01,3.090000000000000000e+02
3.259436944256520752e-01,6.518873888513041504e-01,2.890000000000000000e+02
5.807505023581138737e-02,1.161501004716227747e-01,7.650000000000000000e+02
1.894677028744628511e-01,3.789354057489257022e-01,6.830000000000000000e+02
2.114100403072341483e-01,4.228200806144682966e-01,6.500000000000000000e+02
1.870806412750717351e-01,3.741612825501434703e-01,6.920000000000000000e+02
8.319161460524693297e-03,1.663832292104938659e-02,4.530000000000000000e+02
3.442389036677312442e-01,6.884778073354624883e-01,5.000000000000000000e+02
2.383062127949642228e-02,4.766124255899284456e-02,5.730000000000000000e+02
3.232252974978148119e-01,6.464505949956296238e-01,3.080000000000000000e+02
3.868556297267096156e-01,7.737112594534192311e-01,5.260000000000000000e+02
4.439903947193838962e-01,8.879807894387677925e-01,5.950000000000000000e+02
3.282371874584228966e-01,6.564743749168457931e-01,7.400000000000000000e+01
4.610971127300261263e-01,9.221942254600522526e-01,4.570000000000000000e+02
1.981955649643027395e-01,3.963911299286054790e-01,3.400000000000000000e+02
4.195146142632419917e-01,8.390292285264839833e-01,9.710000000000000000e+02
2.202263526543402072e-03,4.404527053086804145e-03,1.280000000000000000e+02
6.002199897117549421e-02,1.200439979423509884e-01,1.640000000000000000e+02
6.420865346351206648e-02,1.284173069270241330e-01,1.460000000000000000e+02
1.272463364638322103e-01,2.544926729276644206e-01,8.030000000000000000e+02
3.485384669928009993e-01,6.970769339856019986e-01,1.226000000000000000e+03
3.719325370964665645e-02,7.438650741929331289e-02,4.700000000000000000e+01
8.444571288382307639e-02,1.688914257676461528e-01,3.800000000000000000e+01
4.752636726969275416e-01,9.505273453938550832e-01,5.190000000000000000e+02
2.357970819795380812e-01,4.715941639590761625e-01,3.390000000000000000e+02
3.151064881557361086e-01,6.302129763114722172e-01,3.340000000000000000e+02
1.103490279240344485e-01,2.206980558480688970e-01,4.590000000000000000e+02
2.430112552232973622e-01,4.860225104465947243e-01,1.380000000000000000e+02
6.177616265384267003e-02,1.235523253076853401e-01,4.900000000000000000e+02
5.392227105222308081e-02,1.078445421044461616e-01,1.330000000000000000e+02
2.007282658404564990e-01,4.014565316809129980e-01,1.740000000000000000e+02
3.689125039070401679e-01,7.378250078140803359e-01,8.360000000000000000e+02
3.396746831718099879e-01,6.793493663436199759e-01,4.080000000000000000e+02
7.308301054900301352e-02,1.461660210980060270e-01,6.420000000000000000e+02
4.334891858875067894e-01,8.669783717750135787e-01,8.360000000000000000e+02
1.725557113539881726e-01,3.451114227079763452e-01,4.460000000000000000e+02
2.363919548359579292e-01,4.727839096719158585e-01,3.660000000000000000e+02
1.573921469680125695e-01,3.147842939360251391e-01,3.850000000000000000e+02
1.246268430107946301e-01,2.492536860215892602e-01,2.000000000000000000e+02
3.309823464670854087e-01,6.619646929341708175e-01,6.030000000000000000e+02
4.591142516514996608e-01,9.182285033029993215e-01,3.530000000000000000e+02
1.057177087186650377e-02,2.114354174373300754e-02,2.330000000000000000e+02
3.262970501671050849e-01,6.525941003342101698e-01,4.630000000000000000e+02
2.266696330715005647e-01,4.533392661430011294e-01,6.800000000000000000e+02
2.540820779871435509e-01,5.081641559742871017e-01,3.140000000000000000e+02
2.290817940784271034e-01,4.581635881568542068e-01,5.270000000000000000e+02
3.369262739747369562e-01,6.738525479494739123e-01,2.440000000000000000e+02
2.209373895406713251e-02,4.418747790813426501e-02,8.200000000000000000e+01
2.248603392124268741e-01,4.497206784248537481e-01,3.390000000000000000e+02
2.474105471125741529e-01,4.948210942251483058e-01,1.720000000000000000e+02
2.547421792221676862e-01,5.094843584443353723e-01,2.440000000000000000e+02
4.078478279585983080e-01,8.156956559171966159e-01,4.070000000000000000e+02
2.409003627117070057e-01,4.818007254234140113e-01,3.580000000000000000e+02
4.068045015214359905e-01,8.136090030428719810e-01,4.590000000000000000e+02
2.324767720386192171e-01,4.649535440772384343e-01,2.740000000000000000e+02
9.642702598394775615e-02,1.928540519678955123e-01,7.200000000000000000e+01
9.613859401829255580e-02,1.922771880365851116e-01,4.040000000000000000e+02
6.413629962909378479e-02,1.282725992581875696e-01,2.770000000000000000e+02
4.084431917208250495e-01,8.168863834416500991e-01,4.760000000000000000e+02
2.645998690671909070e-01,5.291997381343818141e-01,2.430000000000000000e+02
4.993987135952286383e-01,9.987974271904572765e-01,5.260000000000000000e+02
3.543473281230299921e-01,7.086946562460599841e-01,5.450000000000000000e+02
1.080010548748377430e-01,2.160021097496754861e-01,3.210000000000000000e+02
3.903920121504579899e-01,7.807840243009159797e-01,4.950000000000000000e+02
3.447806294949302131e-01,6.895612589898604261e-01,6.400000000000000000e+02
1.660249165149755290e-01,3.320498330299510581e-01,4.800000000000000000e+01
2.822850877788591339e-01,5.645701755577182679e-01,3.960000000000000000e+02
3.299641685788817780e-01,6.599283371577635560e-01,2.960000000000000000e+02
3.829057013213603700e-01,7.658114026427207399e-01,6.720000000000000000e+02
5.381500094419616742e-02,1.076300018883923348e-01,3.120000000000000000e+02
3.818734848211666755e-01,7.637469696423333509e-01,5.610000000000000000e+02
2.348310733577457787e-01,4.696621467154915575e-01,4.950000000000000000e+02
8.598760413300476912e-02,1.719752082660095382e-01,2.740000000000000000e+02
4.183247111521514738e-01,8.366494223043029477e-01,1.102000000000000000e+03
9.612049723414461955e-02,1.922409944682892391e-01,7.700000000000000000e+02
2.500205343235466504e-01,5.000410686470933008e-01,3.210000000000000000e+02
3.473352479736570575e-01,6.946704959473141150e-01,3.670000000000000000e+02
2.864567009994224422e-01,5.729134019988448845e-01,1.630000000000000000e+02
2.880019233004699752e-01,5.760038466009399505e-01,3.470000000000000000e+02
3.915782009859016810e-01,7.831564019718033620e-01,3.470000000000000000e+02
3.188174695328029884e-01,6.376349390656059768e-01,4.010000000000000000e+02
3.340171992484174956e-01,6.680343984968349913e-01,4.510000000000000000e+02
3.425995189643006311e-01,6.851990379286012622e-01,9.300000000000000000e+02
2.560940007778590433e-01,5.121880015557180865e-01,3.150000000000000000e+02
1.499947047255196786e-01,2.999894094510393572e-01,2.280000000000000000e+02
2.669827765209396020e-01,5.339655530418792040e-01,4.640000000000000000e+02
4.120954399123187839e-01,8.241908798246375678e-01,7.150000000000000000e+02
2.243928715606372526e-01,4.487857431212745052e-01,5.110000000000000000e+02
8.440166880828803286e-02,1.688033376165760657e-01,2.440000000000000000e+02
1.561598307219048687e-01,3.123196614438097374e-01,9.030000000000000000e+02
1.049516336574570219e-01,2.099032673149140438e-01,5.500000000000000000e+01
8.548320084274663166e-02,1.709664016854932633e-01,5.010000000000000000e+02
2.103193499965046454e-01,4.206386999930092907e-01,3.660000000000000000e+02
4.139214133143774288e-01,8.278428266287548576e-01,7.060000000000000000e+02
2.291668136630075070e-01,4.583336273260150140e-01,6.480000000000000000e+02
1.572233240434333101e-01,3.144466480868666203e-01,7.330000000000000000e+02
1.414296099538745466e-01,2.828592199077490932e-01,4.700000000000000000e+02
3.045316746073098990e-01,6.090633492146197980e-01,1.800000000000000000e+02
1.278564865863650035e-01,2.557129731727300070e-01,5.980000000000000000e+02
3.215668860123417350e-01,6.431337720246834699e-01,2.400000000000000000e+02
3.184047056724237379e-02,6.368094113448474758e-02,2.430000000000000000e+02
4.357240605030153757e-01,8.714481210060307514e-01,6.050000000000000000e+02
4.821072803784690608e-01,9.642145607569381216e-01,9.010000000000000000e+02
3.437089308926984943e-01,6.874178617853969886e-01,4.820000000000000000e+02
4.538155818051953228e-02,9.076311636103906455e-02,1.160000000000000000e+02
9.489459697264857052e-02,1.897891939452971410e-01,3.360000000000000000e+02
3.818680384698935892e-01,7.637360769397871785e-01,6.210000000000000000e+02
1.749332318155307764e-01,3.498664636310615528e-01,6.100000000000000000e+02
3.521149482872965586e-01,7.042298965745931172e-01,4.140000000000000000e+02
3.808675819501353144e-01,7.617351639002706287e-01,1.503000000000000000e+03
4.750212471352245336e-01,9.500424942704490672e-01,4.490000000000000000e+02
2.257247768301977042e-01,4.514495536603954084e-01,4.170000000000000000e+02
2.394947415921711009e-02,4.789894831843422018e-02,1.170000000000000000e+02
3.243493535888843371e-01,6.486987071777686742e-01,5.200000000000000000e+02
2.981224884820223298e-01,5.962449769640446595e-01,2.440000000000000000e+02
3.719415541949815940e-01,7.438831083899631880e-01,4.280000000000000000e+02
4.342415613221192183e-01,8.684831226442384366e-01,6.330000000000000000e+02
1.143988612346345524e-01,2.287977224692691047e-01,2.120000000000000000e+02
3.826866607426495093e-01,7.653733214852990185e-01,7.230000000000000000e+02
2.705250862102109854e-01,5.410501724204219709e-01,3.100000000000000000e+02
3.316832222921157758e-01,6.633664445842315516e-01,2.790000000000000000e+02
2.107296909685965614e-01,4.214593819371931227e-01,8.160000000000000000e+02
4.755237839973275871e-01,9.510475679946551741e-01,1.006000000000000000e+03
4.820918928265041647e-01,9.641837856530083295e-01,7.340000000000000000e+02
3.466002516156009849e-01,6.932005032312019699e-01,4.530000000000000000e+02
4.945481728907173968e-01,9.890963457814347937e-01,5.840000000000000000e+02
2.518400760132518124e-01,5.036801520265036247e-01,3.320000000000000000e+02
4.294848233606740617e-02,8.589696467213481235e-02,1.000000000000000000e+01
3.562936045743569924e-01,7.125872091487139848e-01,1.410000000000000000e+02
3.836542041903003297e-01,7.673084083806006594e-01,7.420000000000000000e+02
2.433186359971803436e-01,4.866372719943606873e-01,6.120000000000000000e+02
1.847265590350005149e-01,3.694531180700010298e-01,7.930000000000000000e+02
1.152086988179660820e-01,2.304173976359321641e-01,2.900000000000000000e+01
1.046083397721647157e-01,2.092166795443294314e-01,2.200000000000000000e+02
2.545255155983133788e-01,5.090510311966267576e-01,1.800000000000000000e+02
1.857192532581552480e-01,3.714385065163104960e-01,4.380000000000000000e+02
1.055675593808493851e-01,2.111351187616987701e-01,2.010000000000000000e+02
9.335824837863643255e-02,1.867164967572728651e-01,6.680000000000000000e+02
2.260088295185480600e-02,4.520176590370961200e-02,2.190000000000000000e+02
2.634398723264014253e-02,5.268797446528028505e-02,1.500000000000000000e+01
2.883763414206505504e-01,5.767526828413011009e-01,2.850000000000000000e+02
4.494014626184211769e-01,8.988029252368423538e-01,5.170000000000000000e+02
3.643162901272111176e-01,7.286325802544222352e-01,4.780000000000000000e+02
1.685050961110675094e-01,3.370101922221350188e-01,2.600000000000000000e+02
3.632040664191055201e-01,7.264081328382110403e-01,3.850000000000000000e+02
9.420884632189374663e-03,1.884176926437874933e-02,2.280000000000000000e+02
2.201431122561616216e-01,4.402862245123232432e-01,3.000000000000000000e+02
2.212108263391047713e-01,4.424216526782095427e-01,1.440000000000000000e+02
4.003095960510889006e-01,8.006191921021778013e-01,8.870000000000000000e+02
3.964084062284825016e-01,7.928168124569650033e-01,6.090000000000000000e+02
5.773552832601352991e-02,1.154710566520270598e-01,1.720000000000000000e+02
1.506412849374688667e-01,3.012825698749377334e-01,4.980000000000000000e+02
4.654677935355419072e-01,9.309355870710838143e-01,5.100000000000000000e+02
1.690910510141125367e-01,3.381821020282250734e-01,3.720000000000000000e+02
1.133027829655928742e-01,2.266055659311857484e-01,1.420000000000000000e+02
4.059882944032293106e-01,8.119765888064586212e-01,1.059000000000000000e+03
4.011665659703803066e-01,8.023331319407606133e-01,8.130000000000000000e+02
2.657770471808215684e-01,5.315540943616431369e-01,6.040000000000000000e+02
4.149046994857282789e-01,8.298093989714565577e-01,1.580000000000000000e+02
1.150499049402318175e-01,2.300998098804636349e-01,9.610000000000000000e+02
2.939272541852251952e-01,5.878545083704503904e-01,1.443000000000000000e+03
3.421340892579650128e-01,6.842681785159300256e-01,6.380000000000000000e+02
2.443475571341591213e-02,4.886951142683182425e-02,4.010000000000000000e+02
2.114070321322044643e-01,4.228140642644089287e-01,5.690000000000000000e+02
3.615596689939282182e-01,7.231193379878564365e-01,9.290000000000000000e+02
2.803768633554810652e-01,5.607537267109621304e-01,7.060000000000000000e+02
3.327689191634765065e-01,6.655378383269530129e-01,9.930000000000000000e+02
3.247102084364728580e-01,6.494204168729457161e-01,4.080000000000000000e+02
1.167549676326558594e-01,2.335099352653117188e-01,2.400000000000000000e+02
4.745268461687838779e-01,9.490536923375677558e-01,5.970000000000000000e+02
4.453493735221306649e-01,8.906987470442613297e-01,5.370000000000000000e+02
3.296332408601366226e-01,6.592664817202732452e-01,3.380000000000000000e+02
4.896932960581359962e-01,9.793865921162719923e-01,5.190000000000000000e+02
1.178413684492729541e-01,2.356827368985459081e-01,7.860000000000000000e+02
1.745877977681321025e-01,3.491755955362642050e-01,3.290000000000000000e+02
2.085491588124640527e-01,4.170983176249281055e-01,2.990000000000000000e+02
1.393510630516131554e-01,2.787021261032263109e-01,2.630000000000000000e+02
1.859896688803255316e-01,3.719793377606510631e-01,3.330000000000000000e+02
5.221969966115236339e-03,1.044393993223047268e-02,5.800000000000000000e+01
4.649017813045164260e-01,9.298035626090328520e-01,8.310000000000000000e+02
2.950260863957696600e-01,5.900521727915393200e-01,2.360000000000000000e+02
9.148479864699665676e-02,1.829695972939933135e-01,5.240000000000000000e+02
3.567133617524766986e-01,7.134267235049533973e-01,5.090000000000000000e+02
1.637231782485319420e-01,3.274463564970638840e-01,3.990000000000000000e+02
2.651096444756592674e-01,5.302192889513185348e-01,3.100000000000000000e+02
2.581703762550373593e-01,5.163407525100747186e-01,6.540000000000000000e+02
2.694805467570464130e-01,5.389610935140928261e-01,6.740000000000000000e+02
8.913318601251940532e-02,1.782663720250388106e-01,7.580000000000000000e+02
1.481139000960765562e-01,2.962278001921531123e-01,1.700000000000000000e+02
9.655018701151379945e-02,1.931003740230275989e-01,2.900000000000000000e+01
3.503693061718022306e-01,7.007386123436044612e-01,5.920000000000000000e+02
3.429831893330512194e-01,6.859663786661024387e-01,1.237000000000000000e+03
4.637227195025375726e-01,9.274454390050751451e-01,4.810000000000000000e+02
1.545818188808020244e-01,3.091636377616040487e-01,9.570000000000000000e+02
1.110769320429660367e-01,2.221538640859320735e-01,3.600000000000000000e+01
3.439434305954233717e-01,6.878868611908467434e-01,3.110000000000000000e+02
4.237315594677847908e-01,8.474631189355695815e-01,6.930000000000000000e+02
4.359897019447415700e-01,8.719794038894831401e-01,8.000000000000000000e+02
2.003505495912008549e-01,4.007010991824017099e-01,2.640000000000000000e+02
4.542288896209909499e-01,9.084577792419818998e-01,7.210000000000000000e+02
2.110130671432220995e-01,4.220261342864441989e-01,3.000000000000000000e+02
4.137737958937690030e-01,8.275475917875380061e-01,5.700000000000000000e+02
3.139822393975806869e-01,6.279644787951613738e-01,9.510000000000000000e+02
4.638606309056680921e-01,9.277212618113361842e-01,2.310000000000000000e+02
3.235586900575608271e-01,6.471173801151216542e-01,5.370000000000000000e+02
2.939707231954041822e-02,5.879414463908083643e-02,1.270000000000000000e+02
1.741048577329451508e-01,3.482097154658903015e-01,4.240000000000000000e+02
7.727241742142154646e-02,1.545448348428430929e-01,2.640000000000000000e+02
8.657182102371940857e-02,1.731436420474388171e-01,1.150000000000000000e+02
4.971503911601599102e-01,9.943007823203198203e-01,5.340000000000000000e+02
3.351621882766989136e-01,6.703243765533978271e-01,9.450000000000000000e+02
4.772671577364031026e-01,9.545343154728062052e-01,7.040000000000000000e+02
2.958706288906183812e-01,5.917412577812367624e-01,7.430000000000000000e+02
1.626149134101417815e-02,3.252298268202835629e-02,1.430000000000000000e+02
2.759337438809001397e-01,5.518674877618002794e-01,3.670000000000000000e+02
2.105974121020305345e-01,4.211948242040610690e-01,5.460000000000000000e+02
3.576641691686673341e-01,7.153283383373346682e-01,4.380000000000000000e+02
1.322069193705794343e-01,2.644138387411588687e-01,4.340000000000000000e+02
1.832229317688746639e-01,3.664458635377493279e-01,4.730000000000000000e+02
4.205013544493141353e-01,8.410027088986282706e-01,7.210000000000000000e+02
4.496417151526099221e-01,8.992834303052198441e-01,7.530000000000000000e+02
4.920451276536614849e-01,9.840902553073229697e-01,7.600000000000000000e+02
2.753834852594677640e-01,5.507669705189355280e-01,4.650000000000000000e+02
1.161810242383657932e-01,2.323620484767315864e-01,2.930000000000000000e+02
4.985264766776137391e-01,9.970529533552274781e-01,5.260000000000000000e+02
3.774714307550844916e-01,7.549428615101689832e-01,2.660000000000000000e+02
1.198992052489019633e-01,2.397984104978039266e-01,1.320000000000000000e+02
3.812635110091181501e-01,7.625270220182363001e-01,3.020000000000000000e+02
2.442472740415840837e-01,4.884945480831681675e-01,2.050000000000000000e+02
2.892141540938479860e-01,5.784283081876959720e-01,2.210000000000000000e+02
7.925420080476208717e-02,1.585084016095241743e-01,3.820000000000000000e+02
7.180698551835651422e-02,1.436139710367130284e-01,1.100000000000000000e+01
3.519952461672724575e-01,7.039904923345449150e-01,5.330000000000000000e+02
2.964650691686626649e-02,5.929301383373253298e-02,3.160000000000000000e+02
1.517320853464910746e-01,3.034641706929821492e-01,6.940000000000000000e+02
1.736010100292419422e-01,3.472020200584838845e-01,2.560000000000000000e+02
3.150590271981777990e-01,6.301180543963555980e-01,4.640000000000000000e+02
1.626403216627547721e-03,3.252806433255095442e-03,1.190000000000000000e+02
2.874374904538516962e-01,5.748749809077033923e-01,1.084000000000000000e+03
4.935496060376794447e-01,9.870992120753588894e-01,5.500000000000000000e+02
5.266703483702878108e-02,1.053340696740575622e-01,1.070000000000000000e+02
3.654109661118118968e-01,7.308219322236237936e-01,3.000000000000000000e+02
2.765235261363099273e-01,5.530470522726198546e-01,2.380000000000000000e+02
4.822496800151488405e-01,9.644993600302976811e-01,5.000000000000000000e+02
3.215869057193651015e-01,6.431738114387302030e-01,5.690000000000000000e+02
1.432884674281193482e-01,2.865769348562386964e-01,2.310000000000000000e+02
2.733762643541785553e-01,5.467525287083571106e-01,7.580000000000000000e+02
4.477327413333393458e-01,8.954654826666786915e-01,9.270000000000000000e+02
1.707038094768649206e-01,3.414076189537298411e-01,3.040000000000000000e+02
2.237960517955743245e-01,4.475921035911486490e-01,5.790000000000000000e+02
5.426995733435940883e-02,1.085399146687188177e-01,3.640000000000000000e+02
2.357651590853497292e-01,4.715303181706994584e-01,6.150000000000000000e+02
1.808061477022942509e-01,3.616122954045885018e-01,1.300000000000000000e+02
2.732503119726610308e-01,5.465006239453220616e-01,3.860000000000000000e+02
2.224577892153746794e-01,4.449155784307493589e-01,2.950000000000000000e+02
1.259084024950872793e-01,2.518168049901745587e-01,1.730000000000000000e+02
2.920438069265624548e-01,5.840876138531249095e-01,3.360000000000000000e+02
3.994081301851364341e-01,7.988162603702728681e-01,3.650000000000000000e+02
2.507082272973095716e-01,5.014164545946191431e-01,5.340000000000000000e+02
4.240361236403228373e-01,8.480722472806456746e-01,3.960000000000000000e+02
1.791134093202709221e-01,3.582268186405418442e-01,4.740000000000000000e+02
7.002487108622135192e-02,1.400497421724427038e-01,5.970000000000000000e+02
3.370104148552210965e-02,6.740208297104421931e-02,3.030000000000000000e+02
4.918761337576068593e-01,9.837522675152137186e-01,2.750000000000000000e+02
3.877036853036310293e-01,7.754073706072620586e-01,1.000000000000000000e+00
3.495181037540910363e-01,6.990362075081820725e-01,3.680000000000000000e+02
3.815930883690346609e-01,7.631861767380693218e-01,5.710000000000000000e+02
5.286506135477181401e-02,1.057301227095436280e-01,1.440000000000000000e+02
6.174751887477547552e-02,1.234950377495509510e-01,5.220000000000000000e+02
3.198478421728718213e-01,6.396956843457436426e-01,4.730000000000000000e+02
3.716336823839830883e-01,7.432673647679661766e-01,3.030000000000000000e+02
1.100935373835253417e-01,2.201870747670506834e-01,2.620000000000000000e+02
1.668251707866992284e-01,3.336503415733984568e-01,4.930000000000000000e+02
4.748071235278204516e-01,9.496142470556409032e-01,4.350000000000000000e+02
2.920407430205589350e-01,5.840814860411178699e-01,2.420000000000000000e+02
4.054792364092457690e-01,8.109584728184915381e-01,6.020000000000000000e+02
3.295707070773599701e-01,6.591414141547199401e-01,4.040000000000000000e+02
3.787929285570478255e-01,7.575858571140956510e-01,2.850000000000000000e+02
4.633052926770703239e-01,9.266105853541406479e-01,2.760000000000000000e+02
4.855604827684544822e-01,9.711209655369089644e-01,1.850000000000000000e+02
2.905806052065676437e-01,5.811612104131352874e-01,8.320000000000000000e+02
1.225352815234065362e-01,2.450705630468130725e-01,2.640000000000000000e+02
5.056052102647567992e-02,1.011210420529513598e-01,6.970000000000000000e+02
2.586942193297725456e-01,5.173884386595450913e-01,6.990000000000000000e+02
2.169393213596852443e-01,4.338786427193704887e-01,7.280000000000000000e+02
2.929275618970029749e-01,5.858551237940059497e-01,2.290000000000000000e+02
1.005381456820657604e-01,2.010762913641315208e-01,4.000000000000000000e+01
1.742928556277114072e-01,3.485857112554228143e-01,3.920000000000000000e+02
4.511697685394559509e-01,9.023395370789119019e-01,5.220000000000000000e+02
4.661097438235721757e-01,9.322194876471443514e-01,5.140000000000000000e+02
3.523914927643291839e-01,7.047829855286583678e-01,3.680000000000000000e+02
1.038538326527323474e-01,2.077076653054646949e-01,4.690000000000000000e+02
1.499666108439999812e-01,2.999332216879999624e-01,2.580000000000000000e+02
3.903842387435759731e-01,7.807684774871519462e-01,6.620000000000000000e+02
6.400129730463072208e-02,1.280025946092614442e-01,3.470000000000000000e+02
1.090885984522941832e-01,2.181771969045883663e-01,4.520000000000000000e+02
4.071221609097448457e-01,8.142443218194896914e-01,4.720000000000000000e+02
4.597224588930837186e-01,9.194449177861674372e-01,5.420000000000000000e+02
3.833526445751783696e-02,7.667052891503567391e-02,1.740000000000000000e+02
3.358442162143316922e-01,6.716884324286633845e-01,6.690000000000000000e+02
3.855343070938421768e-01,7.710686141876843536e-01,5.670000000000000000e+02
1.838400440094205557e-01,3.676800880188411114e-01,2.430000000000000000e+02
4.829213226450905228e-01,9.658426452901810455e-01,5.180000000000000000e+02
4.402941581314036568e-01,8.805883162628073135e-01,5.140000000000000000e+02
4.164013031056111869e-01,8.328026062112223737e-01,5.910000000000000000e+02
1.961047302776566803e-01,3.922094605553133606e-01,4.390000000000000000e+02
4.448067656765727351e-01,8.896135313531454702e-01,1.046000000000000000e+03
2.606750451823037773e-01,5.213500903646075546e-01,9.310000000000000000e+02
9.451715292534784707e-02,1.890343058506956941e-01,3.920000000000000000e+02
2.617207557397847051e-01,5.234415114795694102e-01,1.990000000000000000e+02
3.218236054926489342e-01,6.436472109852978685e-01,3.210000000000000000e+02
1.140569535442148008e-01,2.281139070884296016e-01,2.210000000000000000e+02
2.836965167645771890e-02,5.673930335291543781e-02,5.570000000000000000e+02
1.392434979696413611e-01,2.784869959392827221e-01,4.850000000000000000e+02
1.491939167378702469e-01,2.983878334757404938e-01,1.740000000000000000e+02
1.048429387847430450e-01,2.096858775694860899e-01,4.610000000000000000e+02
2.772993045410970248e-01,5.545986090821940495e-01,8.250000000000000000e+02
8.499908317696508453e-02,1.699981663539301691e-01,4.040000000000000000e+02
4.830819155187049407e-02,9.661638310374098815e-02,1.450000000000000000e+02
3.804048324082541233e-01,7.608096648165082465e-01,9.550000000000000000e+02
2.993294288178104390e-01,5.986588576356208780e-01,1.065000000000000000e+03
2.571431499404607801e-01,5.142862998809215602e-01,5.750000000000000000e+02
2.276026408915465815e-01,4.552052817830931630e-01,2.490000000000000000e+02
3.589952748098342861e-01,7.179905496196685721e-01,7.250000000000000000e+02
1.482661069957302846e-02,2.965322139914605692e-02,6.320000000000000000e+02
3.751574613211008935e-01,7.503149226422017870e-01,3.640000000000000000e+02
2.532976161867540599e-01,5.065952323735081197e-01,2.470000000000000000e+02
4.871852761876231952e-01,9.743705523752463904e-01,1.006000000000000000e+03
4.011180424805322331e-01,8.022360849610644662e-01,8.630000000000000000e+02
5.001087282852889615e-02,1.000217456570577923e-01,4.410000000000000000e+02
1.408329071676108213e-01,2.816658143352216426e-01,1.530000000000000000e+02
4.111012889296948858e-01,8.222025778593897716e-01,4.650000000000000000e+02
3.565201212098610406e-01,7.130402424197220812e-01,3.630000000000000000e+02
2.366459661670750059e-02,4.732919323341500117e-02,9.000000000000000000e+01
1.296278471632247853e-01,2.592556943264495706e-01,1.730000000000000000e+02
3.075428938084895369e-02,6.150857876169790739e-02,1.450000000000000000e+02
4.452442563468439474e-05,8.904885126936878947e-05,1.740000000000000000e+02
4.278908394207892041e-01,8.557816788415784082e-01,3.600000000000000000e+02
4.276655688661630816e-01,8.553311377323261633e-01,7.050000000000000000e+02
4.378280509020702760e-01,8.756561018041405520e-01,5.170000000000000000e+02
2.010928000074863053e-02,4.021856000149726107e-02,9.100000000000000000e+01
8.610886560641317633e-02,1.722177312128263527e-01,1.690000000000000000e+02
3.043021718451600077e-01,6.086043436903200154e-01,5.080000000000000000e+02
3.473889659271640618e-01,6.947779318543281235e-01,1.920000000000000000e+02
1.599460024570585892e-01,3.198920049141171784e-01,3.310000000000000000e+02
1.952236735105320475e-01,3.904473470210640951e-01,3.610000000000000000e+02
2.853213617914660549e-01,5.706427235829321098e-01,3.320000000000000000e+02
4.776587371282194350e-01,9.553174742564388700e-01,9.620000000000000000e+02
4.710496310619385341e-01,9.420992621238770681e-01,1.025000000000000000e+03
1.426716634652820948e-01,2.853433269305641895e-01,8.430000000000000000e+02
3.751882619602952551e-01,7.503765239205905102e-01,5.490000000000000000e+02
2.919019839431385988e-02,5.838039678862771975e-02,6.600000000000000000e+01
3.285571773199246759e-01,6.571143546398493518e-01,3.350000000000000000e+02
2.008546609566452812e-03,4.017093219132905624e-03,2.860000000000000000e+02
1.023655338575837348e-01,2.047310677151674696e-01,3.800000000000000000e+02
3.535980784077220607e-01,7.071961568154441213e-01,4.040000000000000000e+02
4.666300711001838963e-01,9.332601422003677927e-01,5.460000000000000000e+02
4.197458026267086306e-01,8.394916052534172612e-01,3.170000000000000000e+02
3.828855156148330829e-02,7.657710312296661659e-02,6.380000000000000000e+02
2.566384237840927951e-01,5.132768475681855902e-01,9.430000000000000000e+02
3.871506987914553610e-01,7.743013975829107221e-01,3.490000000000000000e+02
1.604188616262957057e-01,3.208377232525914113e-01,3.570000000000000000e+02
3.062995722855119674e-01,6.125991445710239347e-01,6.040000000000000000e+02
9.235501256695255456e-04,1.847100251339051091e-03,2.090000000000000000e+02
4.957385585159278518e-01,9.914771170318557036e-01,6.250000000000000000e+02
2.355409286142812197e-02,4.710818572285624395e-02,1.230000000000000000e+02
1.843988702449920192e-01,3.687977404899840383e-01,7.410000000000000000e+02
4.549287751443475969e-03,9.098575502886951938e-03,2.010000000000000000e+02
3.719020456899996274e-01,7.438040913799992548e-01,7.270000000000000000e+02
2.450066309876809956e-01,4.900132619753619911e-01,1.850000000000000000e+02
4.550101334731667113e-01,9.100202669463334226e-01,4.240000000000000000e+02
4.913516026132443426e-01,9.827032052264886852e-01,4.420000000000000000e+02
1.095774840234846614e-01,2.191549680469693229e-01,6.200000000000000000e+02
6.562593221421186840e-02,1.312518644284237368e-01,1.350000000000000000e+02
2.298128520094291360e-01,4.596257040188582721e-01,7.330000000000000000e+02
2.025609855275474769e-01,4.051219710550949538e-01,1.420000000000000000e+02
1.801492154081459351e-01,3.602984308162918703e-01,9.480000000000000000e+02
2.510971224231897114e-01,5.021942448463794229e-01,3.620000000000000000e+02
4.512889682054387341e-01,9.025779364108774683e-01,1.028000000000000000e+03
