beta,mix_ratio,cases
2.023522676006006549e-01,4.047045352012013097e-01,3.110000000000000000e+02
4.211347161963927554e-01,8.422694323927855109e-01,6.430000000000000000e+02
3.047621847369791914e-01,6.095243694739583828e-01,4.370000000000000000e+02
3.435587075133572088e-01,6.871174150267144176e-01,2.200000000000000000e+02
2.528969441372524996e-02,5.057938882745049991e-02,6.300000000000000000e+01
4.293044730358445693e-01,8.586089460716891386e-01,4.080000000000000000e+02
5.520570951555348049e-02,1.104114190311069610e-01,2.130000000000000000e+02
2.699998721676953317e-01,5.399997443353906634e-01,2.110000000000000000e+02
1.003360731185970467e-01,2.006721462371940934e-01,3.040000000000000000e+02
4.998819752540916150e-01,9.997639505081832301e-01,9.150000000000000000e+02
2.813896259480113127e-01,5.627792518960226253e-01,7.270000000000000000e+02
4.438543637529497321e-01,8.877087275058994642e-01,3.070000000000000000e+02
1.912408120422892654e-01,3.824816240845785309e-01,2.840000000000000000e+02
1.814828966340658045e-01,3.629657932681316090e-01,3.970000000000000000e+02
2.784788747582967461e-01,5.569577495165934922e-01,4.010000000000000000e+02
3.534732909225575814e-01,7.069465818451151629e-01,8.410000000000000000e+02
3.542652397308371226e-02,7.085304794616742452e-02,2.500000000000000000e+01
1.298500024327446378e-01,2.597000048654892757e-01,6.950000000000000000e+02
2.786274690552593136e-01,5.572549381105186272e-01,6.010000000000000000e+02
4.635933883689549173e-01,9.271867767379098346e-01,3.350000000000000000e+02
2.802446634489861310e-01,5.604893268979722620e-01,4.460000000000000000e+02
4.503569461151785136e-02,9.007138922303570272e-02,7.030000000000000000e+02
2.595487478783167212e-01,5.190974957566334425e-01,5.710000000000000000e+02
1.430065350966969184e-01,2.860130701933938369e-01,6.760000000000000000e+02
1.266034075647121671e-01,2.532068151294243341e-01,1.910000000000000000e+02
1.836465260050640369e-02,3.672930520101280738e-02,5.820000000000000000e+02
4.702563910321371776e-01,9.405127820642743552e-01,3.310000000000000000e+02
8.666899152837836962e-02,1.733379830567567392e-01,1.320000000000000000e+02
4.161968129297750063e-01,8.323936258595500126e-01,1.074000000000000000e+03
3.916111696652539997e-01,7.832223393305079995e-01,6.750000000000000000e+02
5.860917670983323280e-02,1.172183534196664656e-01,3.550000000000000000e+02
4.896893552388408288e-01,9.793787104776816577e-01,1.198000000000000000e+03
2.234573247967485132e-01,4.469146495934970265e-01,4.630000000000000000e+02
1.778450491965808400e-01,3.556900983931616800e-01,7.330000000000000000e+02
3.920573660200054600e-01,7.841147320400109200e-01,5.930000000000000000e+02
4.066092965753920208e-02,8.132185931507840415e-02,3.200000000000000000e+01
3.319513542363757286e-01,6.639027084727514572e-01,3.150000000000000000e+02
4.288196084521650464e-01,8.576392169043300928e-01,7.860000000000000000e+02
4.358047535385624061e-01,8.716095070771248121e-01,6.450000000000000000e+02
2.981061039230543108e-01,5.962122078461086216e-01,5.860000000000000000e+02
2.722545423876240878e-01,5.445090847752481755e-01,2.650000000000000000e+02
3.511572479862324347e-01,7.023144959724648695e-01,5.900000000000000000e+02
4.738517277481577583e-01,9.477034554963155166e-01,6.620000000000000000e+02
6.663854975599803332e-02,1.332770995119960666e-01,1.090000000000000000e+02
1.319948551321925567e-02,2.639897102643851134e-02,2.440000000000000000e+02
3.051373795154195823e-01,6.102747590308391645e-01,7.050000000000000000e+02
1.064662895625350658e-01,2.129325791250701316e-01,3.040000000000000000e+02
4.434261532797046379e-01,8.868523065594092758e-01,5.340000000000000000e+02
3.719318243498602183e-01,7.438636486997204367e-01,9.000000000000000000e+00
7.316744521155771341e-02,1.463348904231154268e-01,2.230000000000000000e+02
3.710526795876618045e-01,7.421053591753236089e-01,3.360000000000000000e+02
9.807715398272709439e-02,1.961543079654541888e-01,6.760000000000000000e+02
1.697772911933781992e-01,3.395545823867563984e-01,6.120000000000000000e+02
3.516785190878953804e-01,7.033570381757907608e-01,4.510000000000000000e+02
1.309212185687071983e-01,2.618424371374143966e-01,3.900000000000000000e+02
1.658834779848123997e-01,3.317669559696247994e-01,3.150000000000000000e+02
3.411121947675547217e-01,6.822243895351094434e-01,2.330000000000000000e+02
9.950023136472790908e-02,1.990004627294558182e-01,4.710000000000000000e+02
3.445008252984659292e-01,6.890016505969318583e-01,2.750000000000000000e+02
9.201190709608453311e-04,1.840238141921690662e-03,1.500000000000000000e+01
3.023200612547929378e-01,6.046401225095858756e-01,8.030000000000000000e+02
2.717846673188306084e-01,5.435693346376612167e-01,5.790000000000000000e+02
2.052659477293000689e-02,4.105318954586001379e-02,3.670000000000000000e+02
6.259586613412654321e-02,1.251917322682530864e-01,2.840000000000000000e+02
6.587390220894195902e-02,1.317478044178839180e-01,7.000000000000000000e+00
3.874891497050699796e-01,7.749782994101399591e-01,5.720000000000000000e+02
1.611021978795550424e-01,3.222043957591100849e-01,5.600000000000000000e+02
4.886222700977901900e-01,9.772445401955803801e-01,1.011000000000000000e+03
4.851689739496239384e-01,9.703379478992478768e-01,7.140000000000000000e+02
8.639349553520547786e-02,1.727869910704109557e-01,4.660000000000000000e+02
1.135282040234996681e-01,2.270564080469993362e-01,1.588000000000000000e+03
1.859351576019382946e-01,3.718703152038765891e-01,4.110000000000000000e+02
2.216944752241326033e-01,4.433889504482652066e-01,2.920000000000000000e+02
4.689044905179132194e-01,9.378089810358264389e-01,5.250000000000000000e+02
3.757172801323350186e-01,7.514345602646700373e-01,1.179000000000000000e+03
2.754578255136171938e-01,5.509156510272343876e-01,3.260000000000000000e+02
4.178785306957903956e-01,8.357570613915807911e-01,3.370000000000000000e+02
3.370000487063227190e-01,6.740000974126454381e-01,8.140000000000000000e+02
4.787069386308542285e-01,9.574138772617084570e-01,5.000000000000000000e+00
1.899748282874346161e-01,3.799496565748692323e-01,2.140000000000000000e+02
3.417098424958561753e-01,6.834196849917123506e-01,8.760000000000000000e+02
1.064534517363411315e-01,2.129069034726822629e-01,2.250000000000000000e+02
2.681253493208201055e-01,5.362506986416402111e-01,1.560000000000000000e+02
4.370124690497197983e-01,8.740249380994395967e-01,4.810000000000000000e+02
4.331946530715322652e-01,8.663893061430645304e-01,4.000000000000000000e+00
8.482742019561922975e-02,1.696548403912384595e-01,3.700000000000000000e+02
2.762572237652867191e-01,5.525144475305734382e-01,2.630000000000000000e+02
3.852282017675390802e-01,7.704564035350781603e-01,5.520000000000000000e+02
4.486794375720870587e-02,8.973588751441741174e-02,2.090000000000000000e+02
8.708486525422715063e-02,1.741697305084543013e-01,1.050000000000000000e+02
4.528610136888856497e-01,9.057220273777712993e-01,7.610000000000000000e+02
2.335493407158721890e-01,4.670986814317443780e-01,3.410000000000000000e+02
4.236798158450517660e-01,8.473596316901035319e-01,1.350000000000000000e+02
1.937614049060721877e-01,3.875228098121443754e-01,2.960000000000000000e+02
1.296569209975581560e-01,2.593138419951163121e-01,4.890000000000000000e+02
3.813347094311251850e-01,7.626694188622503701e-01,3.370000000000000000e+02
4.181799979381274346e-01,8.363599958762548692e-01,2.440000000000000000e+02
1.278682538643902689e-01,2.557365077287805377e-01,3.170000000000000000e+02
3.844769446547098291e-01,7.689538893094196581e-01,3.180000000000000000e+02
3.150672941478324662e-01,6.301345882956649325e-01,4.350000000000000000e+02
4.343498665933193115e-02,8.686997331866386229e-02,1.510000000000000000e+02
3.464014268326560120e-01,6.928028536653120240e-01,4.850000000000000000e+02
1.048619605061877347e-01,2.097239210123754694e-01,3.580000000000000000e+02
3.775845478415822964e-01,7.551690956831645929e-01,6.540000000000000000e+02
1.339605412241767768e-02,2.679210824483535536e-02,6.400000000000000000e+01
1.746751779865582388e-01,3.493503559731164776e-01,3.010000000000000000e+02
2.577231937730850575e-01,5.154463875461701150e-01,6.950000000000000000e+02
7.642538394262365919e-02,1.528507678852473184e-01,3.010000000000000000e+02
3.399241724253367347e-01,6.798483448506734694e-01,4.010000000000000000e+02
1.818216432889054879e-01,3.636432865778109758e-01,4.800000000000000000e+02
3.690573443481777738e-01,7.381146886963555476e-01,5.090000000000000000e+02
6.156350159613133144e-03,1.231270031922626629e-02,3.410000000000000000e+02
3.091624146089401726e-01,6.183248292178803451e-01,6.470000000000000000e+02
9.821061203125758254e-03,1.964212240625151651e-02,1.000000000000000000e+01
3.372092665490568075e-01,6.744185330981136151e-01,1.061000000000000000e+03
1.932020790776031172e-01,3.864041581552062343e-01,5.970000000000000000e+02
2.653534491385710070e-01,5.307068982771420140e-01,2.370000000000000000e+02
1.598583647510181116e-01,3.197167295020362232e-01,3.420000000000000000e+02
1.443067561144528166e-01,2.886135122289056332e-01,6.400000000000000000e+02
1.909317639640107922e-01,3.818635279280215844e-01,6.020000000000000000e+02
4.013860425618026584e-01,8.027720851236053168e-01,5.400000000000000000e+02
4.195855846873433048e-01,8.391711693746866096e-01,9.300000000000000000e+02
1.854336750610736106e-01,3.708673501221472213e-01,3.550000000000000000e+02
2.030874853392081181e-01,4.061749706784162361e-01,6.030000000000000000e+02
2.739309543841080830e-01,5.478619087682161659e-01,2.110000000000000000e+02
2.825235264059139939e-01,5.650470528118279878e-01,4.140000000000000000e+02
1.429943227142200235e-01,2.859886454284400470e-01,1.760000000000000000e+02
1.549402581365343368e-01,3.098805162730686735e-01,1.360000000000000000e+02
4.354797823081620889e-01,8.709595646163241778e-01,3.630000000000000000e+02
1.902577060733824377e-01,3.805154121467648753e-01,1.800000000000000000e+01
2.915533722864295241e-01,5.831067445728590481e-01,4.720000000000000000e+02
2.184477757809466514e-02,4.368955515618933028e-02,3.030000000000000000e+02
2.071429165930472882e-01,4.142858331860945764e-01,6.850000000000000000e+02
2.952034721051117194e-01,5.904069442102234389e-01,2.300000000000000000e+02
1.852710066502485375e-01,3.705420133004970751e-01,2.470000000000000000e+02
3.613767315997433172e-01,7.227534631994866343e-01,7.610000000000000000e+02
2.065406419008448125e-01,4.130812838016896249e-01,4.650000000000000000e+02
1.437311311574413497e-01,2.874622623148826994e-01,1.990000000000000000e+02
3.000604691352635744e-01,6.001209382705271489e-01,3.970000000000000000e+02
4.037736131608368750e-01,8.075472263216737501e-01,6.580000000000000000e+02
4.477905666323948042e-01,8.955811332647896084e-01,3.710000000000000000e+02
4.859086926334971190e-02,9.718173852669942381e-02,1.590000000000000000e+02
3.391369089937654735e-01,6.782738179875309470e-01,3.680000000000000000e+02
2.723588442428810374e-01,5.447176884857620749e-01,3.410000000000000000e+02
1.848904428066528438e-01,3.697808856133056876e-01,2.960000000000000000e+02
3.029254967674306909e-01,6.058509935348613817e-01,3.910000000000000000e+02
2.677156408090655693e-01,5.354312816181311385e-01,2.740000000000000000e+02
3.829549862150177231e-01,7.659099724300354461e-01,6.850000000000000000e+02
1.066624201816863682e-01,2.133248403633727364e-01,4.050000000000000000e+02
2.061218297190170468e-01,4.122436594380340935e-01,7.380000000000000000e+02
1.389021583709401098e-01,2.778043167418802195e-01,9.390000000000000000e+02
2.563795597732590470e-01,5.127591195465180940e-01,8.920000000000000000e+02
2.348954072660247028e-01,4.697908145320494055e-01,3.300000000000000000e+02
3.195079546423950090e-01,6.390159092847900180e-01,4.730000000000000000e+02
6.693830502461856069e-02,1.338766100492371214e-01,4.500000000000000000e+02
1.586414682308127655e-01,3.172829364616255310e-01,3.390000000000000000e+02
3.006984619298624928e-02,6.013969238597249856e-02,1.890000000000000000e+02
2.036210221839784840e-01,4.072420443679569679e-01,5.280000000000000000e+02
1.596420849141311216e-02,3.192841698282622431e-02,2.020000000000000000e+02
4.571399631654787798e-02,9.142799263309575597e-02,3.430000000000000000e+02
3.906089653806852358e-01,7.812179307613704715e-01,4.860000000000000000e+02
2.271033422012716518e-01,4.542066844025433037e-01,3.610000000000000000e+02
3.883479272839315266e-01,7.766958545678630532e-01,9.510000000000000000e+02
4.915185388617182571e-01,9.830370777234365143e-01,2.350000000000000000e+02
4.998061163491220316e-01,9.996122326982440631e-01,1.100000000000000000e+03
8.517291552950229105e-02,1.703458310590045821e-01,6.660000000000000000e+02
1.515747411328224881e-01,3.031494822656449761e-01,2.850000000000000000e+02
6.486559324560192685e-02,1.297311864912038537e-01,1.930000000000000000e+02
5.081059630011430794e-03,1.016211926002286159e-02,4.300000000000000000e+02
3.423031551839021969e-01,6.846063103678043937e-01,5.270000000000000000e+02
2.719163141201820233e-01,5.438326282403640466e-01,5.200000000000000000e+02
4.891488763639558757e-01,9.782977527279117513e-01,3.240000000000000000e+02
2.159521814016127084e-01,4.319043628032254167e-01,1.111000000000000000e+03
3.014926678672798510e-01,6.029853357345597020e-01,5.540000000000000000e+02
4.006156389031610421e-01,8.012312778063220842e-01,8.620000000000000000e+02
4.387422800049326499e-01,8.774845600098652998e-01,7.410000000000000000e+02
3.562950843059900508e-01,7.125901686119801015e-01,4.000000000000000000e+02
2.059873887305412876e-01,4.119747774610825752e-01,2.900000000000000000e+02
4.741440269030652299e-01,9.482880538061304598e-01,8.760000000000000000e+02
4.985269512310648854e-01,9.970539024621297708e-01,4.770000000000000000e+02
4.341025218873610925e-01,8.682050437747221849e-01,6.660000000000000000e+02
3.238137002556057409e-01,6.476274005112114818e-01,6.060000000000000000e+02
4.831890876274121949e-01,9.663781752548243897e-01,3.760000000000000000e+02
1.744669850136095213e-01,3.489339700272190425e-01,5.030000000000000000e+02
2.716684515079503814e-02,5.433369030159007629e-02,2.370000000000000000e+02
2.669496954456757609e-01,5.338993908913515218e-01,3.080000000000000000e+02
1.397411977410897288e-01,2.794823954821794576e-01,7.240000000000000000e+02
4.455536437916929327e-01,8.911072875833858653e-01,2.780000000000000000e+02
3.940736454515941789e-01,7.881472909031883578e-01,6.780000000000000000e+02
3.761948824393454016e-01,7.523897648786908032e-01,3.160000000000000000e+02
1.814392636122340585e-01,3.628785272244681170e-01,2.740000000000000000e+02
2.401435291745661615e-01,4.802870583491323231e-01,8.040000000000000000e+02
1.850861465118774918e-01,3.701722930237549836e-01,2.570000000000000000e+02
2.346328174708287584e-01,4.692656349416575168e-01,5.580000000000000000e+02
1.370681117049325493e-01,2.741362234098650985e-01,6.330000000000000000e+02
6.860951104473844708e-02,1.372190220894768942e-01,1.560000000000000000e+02
2.394126825902528899e-01,4.788253651805057798e-01,5.790000000000000000e+02
1.658162866097884769e-01,3.316325732195769538e-01,2.770000000000000000e+02
1.213380103920094766e-01,2.426760207840189532e-01,2.500000000000000000e+01
3.733233720394240618e-01,7.466467440788481236e-01,5.680000000000000000e+02
1.506535867149197960e-01,3.013071734298395921e-01,4.830000000000000000e+02
4.438237995234675659e-01,8.876475990469351318e-01,8.510000000000000000e+02
1.635606014523469098e-01,3.271212029046938197e-01,6.190000000000000000e+02
1.798135019358266251e-01,3.596270038716532502e-01,5.440000000000000000e+02
3.422160399708110701e-01,6.844320799416221401e-01,3.130000000000000000e+02
4.376811325660547869e-01,8.753622651321095738e-01,3.050000000000000000e+02
4.409109470788702412e-01,8.818218941577404824e-01,3.230000000000000000e+02
4.896430904590702848e-01,9.792861809181405697e-01,7.270000000000000000e+02
3.213271642366843928e-01,6.426543284733687855e-01,4.900000000000000000e+02
4.887569954586071796e-01,9.775139909172143593e-01,1.138000000000000000e+03
8.743542873589599251e-02,1.748708574717919850e-01,1.070000000000000000e+02
2.019259863022612733e-01,4.038519726045225466e-01,7.030000000000000000e+02
1.698968016614311738e-01,3.397936033228623476e-01,1.070000000000000000e+02
4.342358176751250909e-01,8.684716353502501818e-01,5.130000000000000000e+02
1.675373418540225257e-01,3.350746837080450513e-01,3.160000000000000000e+02
1.541723245795160180e-01,3.083446491590320360e-01,3.680000000000000000e+02
1.787928770518990018e-01,3.575857541037980036e-01,5.250000000000000000e+02
9.346410746764810540e-02,1.869282149352962108e-01,4.560000000000000000e+02
9.900235149587333083e-02,1.980047029917466617e-01,2.080000000000000000e+02
9.449967318471919064e-02,1.889993463694383813e-01,1.700000000000000000e+02
4.878194841770050472e-01,9.756389683540100943e-01,2.740000000000000000e+02
3.999750179951048201e-01,7.999500359902096402e-01,9.900000000000000000e+02
3.635162938448199821e-02,7.270325876896399642e-02,6.600000000000000000e+01
3.067136724734753628e-01,6.134273449469507256e-01,9.190000000000000000e+02
1.200057768712006201e-01,2.400115537424012402e-01,2.160000000000000000e+02
3.692778000831061225e-01,7.385556001662122450e-01,6.950000000000000000e+02
1.423269936619175891e-02,2.846539873238351781e-02,2.170000000000000000e+02
1.021671265033415321e-01,2.043342530066830642e-01,3.090000000000000000e+02
3.156248718311822632e-01,6.312497436623645264e-01,5.570000000000000000e+02
1.241717380376195501e-01,2.483434760752391002e-01,1.960000000000000000e+02
8.268552572797410738e-02,1.653710514559482148e-01,1.650000000000000000e+02
2.118346027305778589e-02,4.236692054611557179e-02,2.130000000000000000e+02
1.893901312797585668e-02,3.787802625595171335e-02,2.570000000000000000e+02
8.115664727986771076e-02,1.623132945597354215e-01,7.600000000000000000e+01
2.080000744673335955e-01,4.160001489346671910e-01,2.470000000000000000e+02
2.783176514754975295e-01,5.566353029509950590e-01,3.930000000000000000e+02
2.201050322276188465e-01,4.402100644552376929e-01,4.000000000000000000e+00
3.473126603072079210e-01,6.946253206144158421e-01,6.230000000000000000e+02
2.851234326674261244e-01,5.702468653348522487e-01,5.720000000000000000e+02
4.870942313875794571e-01,9.741884627751589143e-01,7.720000000000000000e+02
3.927736774623489802e-01,7.855473549246979603e-01,9.700000000000000000e+02
2.892013705052484118e-01,5.784027410104968236e-01,2.090000000000000000e+02
9.561115879510379001e-02,1.912223175902075800e-01,3.220000000000000000e+02
2.098291616735644682e-01,4.196583233471289365e-01,1.720000000000000000e+02
3.784737565152610506e-01,7.569475130305221011e-01,5.760000000000000000e+02
1.208186675489212880e-01,2.416373350978425760e-01,3.280000000000000000e+02
6.308206312060521403e-02,1.261641262412104281e-01,1.800000000000000000e+01
4.286806851878149360e-01,8.573613703756298721e-01,6.440000000000000000e+02
1.077651820633591107e-01,2.155303641267182213e-01,2.630000000000000000e+02
3.932567618530395936e-01,7.865135237060791873e-01,5.960000000000000000e+02
1.067951267152929540e-01,2.135902534305859080e-01,9.400000000000000000e+01
3.464771208470859842e-01,6.929542416941719685e-01,7.640000000000000000e+02
2.226731655982210345e-01,4.453463311964420690e-01,4.730000000000000000e+02
4.491989111505600429e-01,8.983978223011200859e-01,5.560000000000000000e+02
3.995243265944340427e-01,7.990486531888680855e-01,1.590000000000000000e+02
3.389455731424922402e-01,6.778911462849844805e-01,2.600000000000000000e+02
4.508830604553226706e-02,9.017661209106453413e-02,4.490000000000000000e+02
2.714700384775997066e-01,5.429400769551994133e-01,7.000000000000000000e+00
1.071767176400432731e-01,2.143534352800865461e-01,6.900000000000000000e+02
2.662844169290443652e-01,5.325688338580887304e-01,7.460000000000000000e+02
1.886926838585658017e-01,3.773853677171316034e-01,1.990000000000000000e+02
8.752354352596269926e-02,1.750470870519253985e-01,2.770000000000000000e+02
4.771398474769407150e-01,9.542796949538814300e-01,1.163000000000000000e+03
3.770124347121904806e-01,7.540248694243809613e-01,4.000000000000000000e+00
5.424591197077699434e-02,1.084918239415539887e-01,4.350000000000000000e+02
4.361130833151154462e-01,8.722261666302308925e-01,3.450000000000000000e+02
3.062670290227026415e-02,6.125340580454052830e-02,1.440000000000000000e+02
3.096257967230574559e-01,6.192515934461149119e-01,5.460000000000000000e+02
4.909052663798079141e-01,9.818105327596158283e-01,3.410000000000000000e+02
1.786931469420715013e-01,3.573862938841430026e-01,3.660000000000000000e+02
4.705133141635542415e-02,9.410266283271084831e-02,1.470000000000000000e+02
3.017950603442305924e-01,6.035901206884611847e-01,8.820000000000000000e+02
4.136820020668699471e-01,8.273640041337398943e-01,1.196000000000000000e+03
1.471921042171441263e-01,2.943842084342882526e-01,2.360000000000000000e+02
6.069468241753633864e-02,1.213893648350726773e-01,2.850000000000000000e+02
1.914243683196391599e-01,3.828487366392783198e-01,3.430000000000000000e+02
4.448259211987135031e-01,8.896518423974270062e-01,3.070000000000000000e+02
1.778890330264495390e-01,3.557780660528990779e-01,6.040000000000000000e+02
2.464997454314169500e-01,4.929994908628339001e-01,2.860000000000000000e+02
2.005495750944041866e-01,4.010991501888083732e-01,3.750000000000000000e+02
1.463653578836175972e-01,2.927307157672351945e-01,2.520000000000000000e+02
4.818568002325895883e-02,9.637136004651791765e-02,1.800000000000000000e+01
1.632501981411950132e-01,3.265003962823900263e-01,4.540000000000000000e+02
2.357430977160262509e-01,4.714861954320525017e-01,4.790000000000000000e+02
2.706165395869392087e-02,5.412330791738784175e-02,3.310000000000000000e+02
3.938705663769678234e-01,7.877411327539356467e-01,5.060000000000000000e+02
2.044274634265570989e-01,4.088549268531141978e-01,2.200000000000000000e+02
3.396273946587793358e-01,6.792547893175586715e-01,1.337000000000000000e+03
2.886002063317245625e-01,5.772004126634491250e-01,6.460000000000000000e+02
1.277780440787806837e-01,2.555560881575613674e-01,2.610000000000000000e+02
4.042364307988826067e-01,8.084728615977652133e-01,2.800000000000000000e+02
4.403440307030354606e-01,8.806880614060709211e-01,5.060000000000000000e+02
8.099080612553993808e-02,1.619816122510798762e-01,3.800000000000000000e+02
2.344024330176025517e-01,4.688048660352051034e-01,5.370000000000000000e+02
8.523710441975074215e-02,1.704742088395014843e-01,9.600000000000000000e+01
4.342329056304318202e-01,8.684658112608636404e-01,1.095000000000000000e+03
8.628905847575518706e-02,1.725781169515103741e-01,4.460000000000000000e+02
4.586724617976284391e-01,9.173449235952568781e-01,5.740000000000000000e+02
1.465136765848070177e-01,2.930273531696140354e-01,3.340000000000000000e+02
4.977694927856657348e-02,9.955389855713314695e-02,5.500000000000000000e+01
4.108867664777324791e-01,8.217735329554649581e-01,4.560000000000000000e+02
3.279584841649482718e-01,6.559169683298965436e-01,3.460000000000000000e+02
6.034375743018222105e-02,1.206875148603644421e-01,5.030000000000000000e+02
1.083049017353210353e-02,2.166098034706420705e-02,1.240000000000000000e+02
3.229468223350744904e-01,6.458936446701489809e-01,3.050000000000000000e+02
8.084697391839146263e-03,1.616939478367829253e-02,7.400000000000000000e+01
1.264425607183151112e-01,2.528851214366302225e-01,7.370000000000000000e+02
3.849301034746339112e-01,7.698602069492678224e-01,7.140000000000000000e+02
2.020542374171532818e-01,4.041084748343065636e-01,2.960000000000000000e+02
2.265481899874579041e-01,4.530963799749158083e-01,1.920000000000000000e+02
1.270809683414030333e-01,2.541619366828060667e-01,1.580000000000000000e+02
3.804194810786909464e-02,7.608389621573818928e-02,4.000000000000000000e+02
4.233446159826248500e-02,8.466892319652497001e-02,4.560000000000000000e+02
3.606462180180643462e-01,7.212924360361286924e-01,6.970000000000000000e+02
3.781883794984738367e-01,7.563767589969476735e-01,3.550000000000000000e+02
5.562329622516082317e-02,1.112465924503216463e-01,2.790000000000000000e+02
2.337318804388782145e-01,4.674637608777564290e-01,1.384000000000000000e+03
2.502234058727819122e-01,5.004468117455638243e-01,4.310000000000000000e+02
1.549659448490324221e-01,3.099318896980648441e-01,2.310000000000000000e+02
3.851352967868627575e-01,7.702705935737255150e-01,7.600000000000000000e+02
3.057619805026559057e-01,6.115239610053118113e-01,3.820000000000000000e+02
4.395816881951928878e-01,8.791633763903857757e-01,1.095000000000000000e+03
3.839830474976370089e-01,7.679660949952740179e-01,5.210000000000000000e+02
2.609410118098626219e-02,5.218820236197252438e-02,2.200000000000000000e+01
1.010790640462230772e-01,2.021581280924461543e-01,1.410000000000000000e+02
4.018652300650996101e-01,8.037304601301992202e-01,6.920000000000000000e+02
3.597854779340556863e-01,7.195709558681113727e-01,6.690000000000000000e+02
9.150035557418556564e-03,1.830007111483711313e-02,3.930000000000000000e+02
3.098322776137261703e-01,6.196645552274523405e-01,5.330000000000000000e+02
9.123851168100238773e-02,1.824770233620047755e-01,8.300000000000000000e+02
1.327384703005361488e-01,2.654769406010722976e-01,4.830000000000000000e+02
3.781990239012783528e-01,7.563980478025567056e-01,1.268000000000000000e+03
3.400948773218100962e-01,6.801897546436201925e-01,5.220000000000000000e+02
3.704516957757942319e-01,7.409033915515884638e-01,5.410000000000000000e+02
1.155773719956896262e-01,2.311547439913792523e-01,1.530000000000000000e+02
3.325427136840723441e-01,6.650854273681446882e-01,6.300000000000000000e+01
1.842713297252941418e-01,3.685426594505882836e-01,1.550000000000000000e+02
4.815225399297684561e-03,9.630450798595369122e-03,9.800000000000000000e+01
1.216650564042379146e-01,2.433301128084758291e-01,3.710000000000000000e+02
6.331870590408578137e-02,1.266374118081715627e-01,1.720000000000000000e+02
2.643014378823150823e-01,5.286028757646301646e-01,6.900000000000000000e+02
6.746777824551136726e-02,1.349355564910227345e-01,8.900000000000000000e+01
2.146728593701682786e-01,4.293457187403365571e-01,5.200000000000000000e+02
3.140567689157418019e-01,6.281135378314836037e-01,7.750000000000000000e+02
4.571929752998827867e-01,9.143859505997655734e-01,8.660000000000000000e+02
4.428161546830804984e-01,8.856323093661609969e-01,2.220000000000000000e+02
4.527508668014690318e-01,9.055017336029380637e-01,2.970000000000000000e+02
3.414167145584504626e-01,6.828334291169009251e-01,8.520000000000000000e+02
3.633625635873538595e-02,7.267251271747077190e-02,2.200000000000000000e+01
3.391250526475517724e-01,6.782501052951035447e-01,6.500000000000000000e+02
2.049666167386788862e-01,4.099332334773577724e-01,1.130000000000000000e+02
4.108369588634070424e-01,8.216739177268140848e-01,6.740000000000000000e+02
6.661720558482575605e-03,1.332344111696515121e-02,1.200000000000000000e+01
4.809363695478274803e-01,9.618727390956549606e-01,7.160000000000000000e+02
3.296801317389136399e-02,6.593602634778272797e-02,4.510000000000000000e+02
2.562959975223289000e-02,5.125919950446578000e-02,1.680000000000000000e+02
4.105137344927812237e-01,8.210274689855624475e-01,7.990000000000000000e+02
4.853472547347842392e-01,9.706945094695684784e-01,4.980000000000000000e+02
3.453159913654878510e-01,6.906319827309757020e-01,8.520000000000000000e+02
1.680828021178959464e-02,3.361656042357918928e-02,2.240000000000000000e+02
3.093307920649113751e-01,6.186615841298227503e-01,6.000000000000000000e+02
1.686762081446488981e-01,3.373524162892977962e-01,2.340000000000000000e+02
1.361804228639668102e-01,2.723608457279336204e-01,1.220000000000000000e+02
2.792993637751177705e-01,5.585987275502355409e-01,3.790000000000000000e+02
4.536622415671135444e-01,9.073244831342270889e-01,8.280000000000000000e+02
4.965776776407265225e-01,9.931553552814530450e-01,7.660000000000000000e+02
2.526141221060279052e-01,5.052282442120558104e-01,2.840000000000000000e+02
2.281012933900461448e-01,4.562025867800922896e-01,8.490000000000000000e+02
2.247349906264258235e-01,4.494699812528516469e-01,3.670000000000000000e+02
3.131436705736170278e-01,6.262873411472340557e-01,4.200000000000000000e+02
1.057785716239699747e-01,2.115571432479399494e-01,1.090000000000000000e+03
1.612100276363139240e-01,3.224200552726278479e-01,2.820000000000000000e+02
3.875503995173628646e-01,7.751007990347257293e-01,6.930000000000000000e+02
3.944899582993288689e-01,7.889799165986577378e-01,3.750000000000000000e+02
4.296329819712566001e-01,8.592659639425132001e-01,6.540000000000000000e+02
2.006917178562143134e-01,4.013834357124286267e-01,2.870000000000000000e+02
5.357671476911857189e-02,1.071534295382371438e-01,9.300000000000000000e+01
3.399146375598324221e-01,6.798292751196648442e-01,5.870000000000000000e+02
3.635444012527036528e-01,7.270888025054073056e-01,4.880000000000000000e+02
3.801598324516113903e-01,7.603196649032227805e-01,1.399000000000000000e+03
3.120871546612292158e-01,6.241743093224584316e-01,3.510000000000000000e+02
6.466352633264776939e-02,1.293270526652955388e-01,8.200000000000000000e+01
2.271241265963508393e-01,4.542482531927016787e-01,2.510000000000000000e+02
1.416785644468167016e-01,2.833571288936334032e-01,3.290000000000000000e+02
4.711921098921545425e-02,9.423842197843090851e-02,5.850000000000000000e+02
3.393550251329728873e-01,6.787100502659457746e-01,6.570000000000000000e+02
1.716920858066917632e-01,3.433841716133835265e-01,5.870000000000000000e+02
4.970141318271446007e-01,9.940282636542892014e-01,7.680000000000000000e+02
